# Gene Family	sample01.1.prinseq_CPM	sample02.1.prinseq_CPM	sample03.1.prinseq_CPM	sample04.1.prinseq_CPM	sample05.1.prinseq_CPM	sample06.1.prinseq_CPM	sample07.1.prinseq_CPM	sample08.1.prinseq_CPM	sample09.1.prinseq_CPM	sample10.1.prinseq_CPM	sample11.1.prinseq_CPM	sample12.1.prinseq_CPM	sample13.1.prinseq_CPM	sample14.1.prinseq_CPM	sample15.1.prinseq_CPM	sample16.1.prinseq_CPM	sample17.1.prinseq_CPM	sample18.1.prinseq_CPM	sample19.1.prinseq_CPM	sample20.1.prinseq_CPM	sample21.1.prinseq_CPM	sample22.1.prinseq_CPM	sample23.1.prinseq_CPM	sample24.1.prinseq_CPM	sample25.1.prinseq_CPM	sample26.1.prinseq_CPM	sample27.1.prinseq_CPM	sample28.1.prinseq_CPM	sample29.1.prinseq_CPM	sample30.1.prinseq_CPM	sample31.1.prinseq_CPM	sample32.1.prinseq_CPM	sample33.1.prinseq_CPM	sample34.1.prinseq_CPM	sample35.1.prinseq_CPM	sample36.1.prinseq_CPM	sample37.1.prinseq_CPM	sample38.1.prinseq_CPM	sample39.1.prinseq_CPM	sample40.1.prinseq_CPM	sample41.1.prinseq_CPM	sample42.1.prinseq_CPM	sample43.1.prinseq_CPM	sample44.1.prinseq_CPM	sample45.1.prinseq_CPM
K03583	41.9496	30.9823	2.05402	52.2663	25.5285	29.9265	4.94249	1.74446	12.1167	24.7143	18.8487	6.86743	3.45042	3.85075	6.85038	57.9592	50.2235	65.0345	11.1765	3.86576	26.7331	32.6317	39.5581	36.6169	14.9284	2.8578	12.6755	34.0289	20.9901	22.8942	12.5603	3.42839	5.85838	16.0883	14.6211	23.5192	8.20959	1.12561	5.78029	10.9281	5.23328	9.16284	8.39727	3.11194	4.61016
K03584	156.077	157.055	72.9055	179.811	137.45	125.982	29.9336	16.2509	30.4492	138.18	122.768	47.3976	38.4519	22.3567	26.39	199.982	194.221	186.723	64.9307	25.3432	40.9074	151.838	162.882	140.816	79.1216	26.5221	30.3889	149.6	121.108	107.08	47.1129	31.1838	25.3275	120.015	107.98	119.928	93.7809	28.4615	32.2034	93.2843	85.5985	103.311	59.0017	50.0045	27.5304
K03585	5.77253	1.32526	3.71162	4.14629	2.67495	9.36656	8.67204	4.41453	31.0651	10.2513	5.62296	13.8124	9.96491	15.5516	17.2983	2.72109	3.46259	1.71397	8.3479	7.71231	54.594	16.2983	10.1401	6.49237	4.11303	10.7931	15.3564	13.1663	15.9043	9.84576	3.29793	12.862	19.9104	6.54156	11.7288	7.11693	2.86959	7.95611	14.1927	20.9074	16.654	13.7346	7.17408	15.3088	18.2901
K03586	1.5234	0.87396	0.451845	2.09254	0.462539	5.00483	3.79365	1.86147	12.0438	3.01082	2.07288	4.38613	6.19746	5.06199	10.1432	1.76206	1.31335	1.26839	5.87501	3.31086	31.4553	7.05279	3.24272	2.77981	1.336	8.21456	15.1509	0	3.52525	2.26134	0.92749	5.25884	12.3811	0	2.0319	0.495222	0.275536	2.58841	3.17997	1.24483	0.748639	0.462327	1.24416	4.96405	3.57809
K03587	178.421	184.521	113.886	205.572	181.532	172.11	69.6824	49.3383	66.8079	180.926	156.021	98.4342	72.4601	57.6092	62.0448	257.715	197.469	227.656	104.674	51.6471	68.919	170.888	195.28	178.682	121.14	56.5606	61.8064	177.66	152.055	126.521	77.7927	49.2913	55.318	172.829	159.88	163.237	128.472	52.6729	48.1174	143.799	116.489	155.898	86.5185	80.0928	58.4936
K03588	134.271	143.623	82.0207	137.585	128.518	125.03	34.0954	18.9449	32.3674	133.913	105.942	54.9844	33.3737	28.2657	31.1851	213.438	190.339	154.959	44.9982	30.9776	54.0837	144.774	135.798	126.565	54.937	33.5426	41.6415	145.995	126.445	100.874	43.9735	33.4209	40.4192	115.455	102.923	121.655	73.2954	32.4796	40.2499	103.522	82.5944	108.16	53.6159	49.3745	36.5941
K03589	59.8678	45.6082	4.57526	105.914	40.8787	55.5147	5.17318	1.95263	14.6486	35.7571	24.5086	6.87834	6.39976	5.35503	9.13575	60.9644	60.89	102.576	11.1449	8.96799	43.5495	49.7566	74.4111	82.4087	8.1567	8.04407	20.6216	59.5863	45.0008	40.2296	6.86872	11.1004	19.3902	32.2277	38.9814	41.7618	14.1779	6.63601	18.6793	34.0902	19.4251	30.6093	9.02248	15.0457	11.0924
K03590	34.4021	38.4822	45.7122	29.3076	39.035	40.2008	28.2702	26.2862	29.4259	33.3802	31.3748	37.3691	27.8813	25.6165	27.5517	26.7663	32.353	16.5568	19.2737	24.369	59.0168	39.505	31.7368	24.6657	22.7881	27.4845	35.4764	44.9279	47.3687	39.9905	19.0638	38.3205	39.9287	63.2305	59.5035	43.1695	24.4161	32.72	31.6921	68.1677	40.8127	57.4441	28.7651	36.005	36.1878
K03592	170.889	161.208	94.5273	199.695	164.016	143.528	18.4069	14.2079	23.1107	155.881	129.614	55.4565	20.0848	17.7486	16.9971	213.34	185.756	183.684	22.7567	13.3272	21.1718	137.235	161.012	143.396	33.7104	14.9409	20.6998	145.447	121.512	95.5116	39.7328	18.0276	13.4522	135.726	128.596	133.133	83.7623	14.9783	14.2192	98.8029	79.5324	120.942	48.1813	28.5721	20.2542
K03593	192.585	192.323	150.338	195.32	187.67	176.395	113.456	145.587	195.599	174.949	158.669	131.888	116.688	149.317	163.577	197.323	231.201	170.701	98.0489	116.899	131.953	175.781	172.604	151.181	110.623	135.935	162.965	173.928	161.369	129.136	97.6406	76.5159	134.181	152.979	138.128	155.668	119.38	85.7977	105.178	128.957	120.567	140.987	113.153	108.21	145.205
K03594	24.664	27.6417	44.1554	22.3818	28.7341	31.9284	30.1016	16.1965	36.6006	28.7037	27.2284	43.3803	25.3719	24.9092	27.9049	18.9182	21.8099	9.97755	25.0973	19.5758	71.317	31.4035	27.3292	24.0814	25.5314	20.506	30.5041	32.3386	35.5893	31.6586	23.6633	36.5292	35.4493	36.5848	32.3108	32.2628	23.6078	25.5463	26.5379	47.9671	38.3358	33.6057	30.7902	31.3454	33.5712
K03595	93.268	93.7333	50.8035	131.138	93.5755	85.8398	26.5764	28.514	29.8795	78.6193	68.3374	44.2281	27.2956	32.4753	34.3396	75.5865	135.771	114.905	36.8896	33.8431	51.4384	103.408	113.234	102.313	42.9964	35.8265	42.7786	105.329	88.2884	86.5075	39.6321	39.8312	52.0411	66.6003	71.3092	82.4445	42.3712	38.8628	51.9963	76.2752	55.4008	63.6378	41.0518	53.2586	53.749
K03596	146.818	150.727	103.41	163.598	156.313	145.143	45.0193	40.9412	54.3711	147.236	122.212	74.316	48.058	49.0262	50.4522	190.749	204.974	171.374	58.5731	43.1619	67.3667	165.258	160.584	137.72	76.6285	49.7809	57.6742	159.909	149.183	124.056	68.4699	49.991	57.6709	123.831	120.219	135.712	89.7602	50.8316	62.4596	121.801	107.921	119.112	73.8012	69.6292	65.042
K03597	1.56759	1.01783	1.39972	1.69207	0.670353	1.6064	2.59133	0.621717	11.3807	3.49138	2.27171	3.51881	2.53251	4.22782	5.40585	0.710756	1.21326	0	2.25247	1.48856	11.226	1.26711	0.895921	0.59579	1.52395	1.24241	2.42656	0	0	0.263805	0	0.660465	2.91955	0.133812	0	0.129683	0	0	0.325884	0.124793	0	0.139707	1.61929	0.325428	0.34775
K03598	1.17362	0.120095	0.21588	1.22026	0.979921	2.97218	3.00811	1.03627	8.78107	1.98845	1.44471	3.83145	3.35392	4.18017	8.24857	0.563053	0.196411	0	1.719	1.30509	26.6997	0.663763	0.954188	0.705571	0.643823	0.395462	6.11363	0	0.169525	0.06635	0.342382	0.323734	3.61836	0.218452	0	0.235539	0	0.0624429	1.53734	0.682207	0.0844226	0.196759	1.8003	0.0735409	1.4104
K03599	9.94393	12.5719	33.9841	11.1678	13.6603	14.4026	16.5142	16.0534	24.2405	14.2862	12.9235	33.3676	18.9088	19.5157	24.5501	5.16485	10.5009	3.4336	11.972	16.9652	38.4712	10.8975	12.0742	8.7585	12.1078	18.6683	18.7775	9.23669	17.5785	14.0332	8.22507	14.4424	17.2504	15.888	16.3107	12.2399	8.45366	12.1985	7.59194	12.8636	11.1229	13.4468	9.00014	11.7308	14.566
K03600	3.36378	0.833605	5.93102	1.75367	2.34023	5.36065	6.11853	6.87265	16.6254	4.16103	4.70044	7.97864	7.0103	10.3849	13.2221	0.711102	2.73601	1.20508	8.60784	9.54202	34.5135	4.32962	3.97574	3.90543	1.72645	12.1652	14.7253	1.1272	4.80667	1.47282	1.33917	6.83932	16.3348	1.99255	2.16719	2.05536	1.34117	4.78449	5.19454	2.48082	2.39391	2.76854	5.16734	8.35022	6.73779
K03601	33.3807	32.0634	23.8183	24.578	24.4027	26.7226	22.0663	21.2959	22.6153	23.2392	22.1175	26.7686	23.5755	24.2632	22.4151	18.5921	14.4806	6.5703	26.5899	19.0214	27.6009	26.8468	15.9108	15.1846	23.681	20.9896	22.8649	29.7968	24.021	21.9444	20.8386	26.0594	30.0443	35.1335	33.8801	26.9543	23.2649	27.6124	30.0622	43.5802	29.1673	35.8178	24.3172	27.8741	31.5544
K03602	44.6275	44.9425	52.9851	36.6536	40.1236	40.1582	16.9028	31.1118	27.9108	35.0323	37.0112	40.5763	25.4362	33.6688	39.3442	30.139	29.4205	19.0009	37.0238	36.0456	52.0543	46.587	33.8268	28.4417	26.6375	31.7208	39.7662	49.4332	49.2695	44.0465	29.5543	27.1727	43.1772	54.2996	59.9594	39.8409	42.8719	34.5476	48.1521	67.3252	42.7731	54.731	37.6436	37.0329	47.9792
K03603	1.49343	0	0	0.628742	0.548882	2.54502	0.662927	1.27698	9.77942	1.296	1.6539	4.08206	1.01022	4.27326	4.5718	0.416042	0	0.508888	1.28673	0.752197	5.87292	0.370183	0.389042	0.36247	0.529062	1.73649	4.81858	0	0.150689	0.468003	0.185109	0	0.76661	0.209142	0	0.205294	0	0.110282	0.353394	0	0.1491	0	0.276528	0.135749	0
K03604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03605	2.15855	0	0	1.19035	0.451321	5.8091	3.59829	1.38875	19.196	3.15903	3.2217	6.41021	2.20521	9.79133	8.53594	0.646677	0.58816	0.226779	1.74019	2.18329	5.84091	3.9188	0.269819	0.757619	0.620193	0.817034	2.25827	2.19129	0.201416	0.646387	0.573424	0.586389	1.85987	0.600612	1.6349	0.409381	0.56351	1.12738	3.44768	5.46679	4.05496	0.164893	1.37511	1.15351	2.45776
K03606	1.1769	0.28359	1.49498	0.399457	0.33257	2.47863	2.43173	1.30807	12.9008	2.22031	1.35114	2.71771	2.16116	3.6954	4.33527	0.253378	0.0788222	0.0789527	1.10623	0.738471	2.54393	0.280138	0	0.329192	0.320982	0.355851	1.07273	0	0	0.159603	0	0.175502	0.347827	1.01457	1.45061	1.0346	0	0.0500908	0.158094	0.042905	0	0	0.311276	0	0
K03607	0.947479	0.112257	0.198894	2.03101	0.196029	2.14333	2.85407	0.976983	12.2631	2.32066	1.79779	5.72994	3.40601	2.80443	4.43156	0.899277	0	0	2.61346	0.475751	5.00059	2.15687	0.141225	0.777437	1.87929	1.42413	5.26202	0	0.16132	0.246764	0.197136	0	0.555006	0	0	0.220226	0	0	0.248956	0	0	0	0	0.417857	0.309389
K03608	79.4845	68.9431	3.11747	107.153	65.1906	60.3721	8.04085	2.54147	19.1752	53.9284	47.743	8.64909	8.1893	8.74116	7.40879	72.4816	131.264	108.113	14.1652	8.49809	34.3678	74.6326	85.017	89.5637	22.437	9.87595	13.0981	77.5345	64.6526	62.5402	21.3174	10.6579	14.5756	39.9045	43.2275	55.1112	24.15	9.01955	8.88377	23.672	14.9417	21.7764	15.2958	11.2925	7.13329
K03609	69.9994	62.1265	3.86025	77.3844	51.6572	51.3665	7.0171	3.38963	16.4012	49.2427	33.1347	5.87335	4.04622	5.16406	8.47416	65.1532	117.685	72.7154	11.2516	8.56919	32.7603	67.0893	64.4008	60.1324	14.1852	7.65192	12.3447	71.7665	54.7343	44.8132	12.571	7.11202	11.1196	33.31	35.2576	51.7066	18.555	6.23985	9.41573	20.7759	16.2214	16.647	12.1128	9.37594	7.23183
K03610	47.1005	34.3676	0.531724	55.9442	32.4803	33.1299	2.24668	2.06251	12.8959	34.2868	26.0177	3.2791	3.32837	4.16624	7.43227	38.3796	68.1934	60.1006	9.3911	4.90338	31.6711	45.0925	50.811	46.1493	7.47732	5.32345	7.96438	45.1399	32.1064	30.318	5.11511	4.8879	8.55581	20.0877	22.8506	35.7739	11.1872	4.30822	5.25796	12.6338	7.70949	12.5306	6.70412	4.51589	4.00372
K03611	42.853	64.2577	54.9771	45.7392	59.5797	60.9155	19.7955	17.8913	29.0172	64.4269	56.6628	43.2763	24.841	26.7433	24.279	86.002	50.5219	55.2536	22.8476	19.2732	42.4406	64.0851	62.369	46.8071	27.5924	26.6201	26.793	58.6371	63.4363	38.5084	30.4225	19.0399	33.5689	47.9225	41.7765	51.5487	38.5875	21.659	22.3976	66.8754	49.0604	57.1963	32.0479	28.3556	29.1159
K03612	0.644257	0	0.914478	0.266279	0.190477	0.558797	1.36377	5.50006	4.80084	0.196606	0.204162	4.0362	2.0383	8.04117	13.0245	0	0	0	0.678566	5.15045	29.6916	0	0.131854	0.943229	0	4.79113	12.778	0.156992	0	0	0	0.158837	7.06313	0	0.138238	0	0.110201	0.407824	2.05249	0.78745	0	0	2.31467	2.27824	5.92399
K03613	2.41822	1.71255	2.05517	2.10609	0.56316	5.26473	2.3832	3.34639	13.5184	4.95691	3.12741	4.35244	2.88438	6.56627	9.5699	0.662415	0.528882	0.586791	3.01779	1.91627	13.8284	2.02352	1.32408	1.56856	1.66191	3.73918	6.65169	0.466667	0.440505	0.120663	0	1.02518	4.8209	0.575698	1.11543	1.53758	0.76327	0.84315	1.78945	0.973645	0.574258	0.677106	1.19572	1.05481	2.46223
K03614	1.74563	1.43168	1.46939	2.51645	1.33481	2.84831	3.4424	1.56059	12.0486	4.05096	2.37523	3.61092	3.59044	4.76461	7.43862	0.960935	0	0	1.37277	1.13168	15.0783	2.68216	0.604995	1.15097	1.01174	3.2278	6.54757	0.0921457	0.284407	0.14568	0.241924	0.327641	2.9461	0	0.171975	0.508375	0	0.137716	0.222021	0.681388	0	0.703753	0.089095	0.33869	1.81466
K03615	1.26255	0.224773	0.417988	0.766048	0.581856	2.40233	4.41217	6.4805	12.1239	2.46907	2.41971	5.46783	6.39047	10.609	11.9765	0.314345	0.26471	0.0374816	2.01236	4.18357	19.693	0.52293	0.720306	0.446151	0.962617	4.49656	5.78509	0.233429	0.25979	0.102027	0.126918	0.471408	4.67172	0.137549	0.0463042	0.0447314	0.0466622	0.532232	3.15175	1.10675	0.0905121	0.0489114	1.39171	0.914559	4.27547
K03616	6.34153	5.88686	16.3103	5.34146	7.19632	7.09395	7.72783	9.6195	21.9822	9.79986	7.79506	13.8511	10.3263	15.5945	11.6088	1.9485	3.02864	1.5653	3.6704	11.1391	35.8626	8.03801	6.90187	3.97647	1.99722	11.5492	17.8627	4.71993	5.81189	4.1026	1.8906	5.53481	14.4535	4.20572	1.83488	5.67961	2.77922	5.31242	6.62686	4.45246	4.57967	7.06153	3.97915	5.64175	10.5705
K03617	3.23395	1.74656	4.04939	2.49067	3.04582	4.58523	5.94378	7.19872	16.6012	4.03943	4.24046	8.47753	7.31061	13.8209	15.1786	2.08765	2.09663	0.981975	3.06653	7.28826	32.6687	2.31847	2.24958	1.85625	1.92852	6.07493	10.7496	0.868679	1.88735	2.12436	1.05979	1.51565	5.46037	2.33197	2.34186	2.20442	1.36255	1.578	2.17388	2.76208	2.52253	1.80687	1.2778	3.12263	8.21678
K03618	0.646717	0.434778	0.480996	0.227026	1.56722	4.63989	0.56288	2.37487	19.1268	0.170798	3.77915	9.31603	1.38424	7.13423	5.29711	0.716291	1.06281	0	2.1496	1.00028	1.7052	2.88555	0.341288	0.309673	1.35668	0.309045	1.79691	2.37922	0	0.805191	0.333906	0.101187	0	0.260018	0	0.266164	0.734358	0	0	2.94693	0.724742	0	0.342686	0	0.120536
K03619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231374	0	0	0.444647	0	0	0.633321	0	0	2.31523	0	0	0	0	0	0	0	0	0.195995	0	0	2.20794	0	0	0.494088	0	0
K03620	0.86812	0.247704	0.438876	0	0.433304	1.71798	0.557832	1.06257	7.46264	0.128166	0.979507	2.58802	0.170841	2.59834	2.85905	1.54293	0	0	0.379406	0.349927	1.66604	2.01305	0	0.142984	0.574244	0.308237	0.349564	2.48851	0.470531	0	0.733103	0	0	0.210322	0	0	0.108116	0	0.352748	3.75334	0.341196	0.431784	1.59763	0.126747	0.628167
K03621	183.424	186.324	128.108	189.372	185.451	171.794	89.6917	69.5686	92.472	188.199	165.825	116.872	93.1034	81.9678	82.3264	269.037	225.691	192.616	106.914	61.7779	85.4587	189.192	199.867	156.62	141.556	73.3125	83.2608	195.472	166.725	137.026	110.534	65.7719	64.4977	179.499	165.365	180.219	143.46	66.4381	60.8641	151.975	140.659	170.024	108.481	100.899	75.9037
K03622	0	0	29.743	0	0	0	78.9219	158.067	233.12	0.877185	7.80869	61.909	90.3894	132.219	163.281	0	0	0	26.1771	91.4602	109.251	0	0	0	17.3099	138.589	179.106	0	0	0	17.738	30.3822	117.32	0	0	0	6.43642	61.895	71.4077	0	5.80172	0	23.6247	56.0836	128.622
K03623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.277329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03624	121.665	154.572	164.714	152.358	172.38	159.338	77.1168	69.3967	77.46	167.122	157.041	126.043	98.2872	85.2869	79.4079	186.471	106.043	171.452	117.296	76.4157	90.9534	145.845	158.28	149.623	122.313	81.6488	76.5565	156.399	138.86	111.706	83.4318	77.5199	78.6455	171.003	176.246	153.796	148.002	77.6973	72.7402	162.734	139.298	167.039	96.5261	101.056	85.5389
K03625	121.925	129.962	105.073	166.241	136.39	123.513	43.0536	27.1435	42.6489	143.705	117.787	64.1733	49.8645	32.8053	38.8967	223.024	143.718	192.654	67.7391	39.0939	67.9385	138.565	164.09	143.889	88.1233	39.1277	44.4812	147.441	126.597	104.562	54.7093	50.8455	46.5478	132.705	120.848	127.354	96.1306	48.8577	52.1887	119.177	102.833	119.054	57.9176	68.2892	52.5525
K03626	0	0	19.4981	0	0	0	61.87	112.86	163.848	0.562602	3.26147	37.6763	69.7886	120.594	136.502	0	0	0	24.6528	87.0151	96.6986	0	0	0	15.8911	108.714	133.063	0	0	0	14.3741	26.8913	109.028	0	0	0	3.31355	46.449	83.5388	0	3.62648	0	21.3146	46.3928	109.412
K03627	0.734823	0	0	0	0.906495	0.916301	0	0	0.491129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03628	131.618	148.79	154.192	121.333	140.495	144.707	107.963	90.1863	98.577	157.747	145.173	129.583	106.865	98.332	106.611	155.829	127.247	112.705	109.351	83.1539	90.5922	133.57	129.059	109.125	138.574	89.896	88.9799	147.306	157.677	117.21	117.514	91.1243	92.0901	177.516	167.525	154.191	135.682	88.9744	82.9301	163.442	150.607	182.488	117.06	101.667	95.8014
K03629	107.278	91.4552	20.7363	127.411	85.9629	80.7446	8.25146	6.54101	18.1293	71.7578	53.8502	18.4017	7.98111	10.8387	12.534	83.2622	145.228	110.385	22.2039	12.0266	40.5849	94.8424	103.862	83.9369	29.6037	7.78409	23.9776	103.055	80.6608	76.7371	24.7927	15.331	21.5402	70.3881	69.7789	79.1555	36.5222	12.7186	24.3594	63.5799	42.1673	53.2193	23.5783	19.9522	25.2602
K03630	9.26451	2.12362	4.55104	5.63337	5.28214	3.7077	6.89067	4.61445	21.8848	9.71989	4.18696	9.48067	9.12214	10.6147	11.48	3.33603	3.33416	1.19458	7.9792	14.1533	38.6074	19.295	13.5611	8.12218	5.44663	12.7704	25.8012	26.1261	18.9503	11.2034	3.31683	14.953	25.2408	15.1351	16.1391	5.69906	5.91413	8.75538	17.5363	45.0377	17.1472	19.6276	10.9549	13.5781	19.5443
K03631	70.001	57.1208	7.57899	102.169	57.2808	53.2008	2.63821	2.34422	13.8988	43.407	36.2582	7.59922	5.30913	6.55918	13.0747	72.3946	77.4089	110.277	11.2966	9.00313	37.9637	53.8744	74.8534	76.3918	13.8688	4.26964	16.9654	64.5878	39.7375	43.1479	12.7838	5.40612	10.4073	38.522	38.8992	48.5314	18.325	7.0181	12.819	30.798	19.7474	27.5604	10.1493	11.4369	13.0559
K03632	0	0	0	0	0	0.0258097	0	0	0.154521	0	0	0.022491	0	0.0195582	0.0605455	0	0	0	0.0181766	0	0	0	0	0	0.0251622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03633	0	0	0	0	0	0	0	0	0.049297	0	0	0	0	0	0.213057	0	0	0	0	0	0.19116	0.0627791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0694958	0	0
K03634	0.980553	0.234036	1.26395	0.693696	0.407583	0	0.378448	2.13383	0.54282	0.46507	0.563188	0	0.483931	0.156722	4.08523	0.297914	0.915584	0.360012	3.16503	4.98253	22.068	1.38603	3.69362	1.26532	0.933517	5.50008	8.98053	0.659292	2.12047	0.78525	0.371134	5.80592	10.4248	0.105948	2.37695	0.945077	0	4.43481	4.83726	1.67131	1.01326	1.90483	2.15266	3.75878	5.25273
K03635	89.6758	94.3785	113.157	77.9573	104.58	84.7409	73.8857	58.789	67.6623	105.937	91.7562	97.751	75.0731	70.1973	68.802	82.7136	75.0232	70.6262	85.6652	58.5498	69.9084	71.7109	66.7598	63.7481	91.1553	64.2012	56.0196	71.3786	65.2993	53.4098	66.846	56.4184	66.6463	70.9893	61.0182	67.3001	79.398	55.9269	53.0224	70.6897	77.5592	80.398	72.9733	76.5102	62.0817
K03636	31.8608	21.8339	13.2755	13.7555	18.3493	20.7324	8.35202	9.29934	18.2359	16.9924	15.333	8.58697	7.64551	12.9904	13.5674	5.75169	7.37546	3.25218	2.97413	8.73501	25.2109	6.36177	8.51589	9.93602	2.75066	16.003	11.1928	19.9329	5.94766	11.4409	3.69965	6.83206	16.7203	20.7568	16.5006	16.1749	6.90103	11.1274	13.0147	30.1302	13.9778	19.6498	8.15104	11.6213	20.0421
K03637	95.0977	107.412	129.855	100.324	117.433	108.417	93.6858	70.1828	80.8858	113.614	115.034	114.396	95.3167	82.8462	92.1452	109.204	82.7144	103.683	120.931	66.4324	69.9908	89.3538	93.9542	85.7433	141.702	76.4371	67.2191	90.3349	88.151	67.3137	85.5095	67.4274	77.5414	77.851	79.7392	77.1702	102.992	74.9483	61.2372	88.8938	95.0826	108.136	95.0457	100.594	83.2353
K03638	80.8879	87.6614	88.2023	68.9835	87.7583	73.9304	53.0711	49.2857	64.1713	82.5774	74.9351	66.3904	53.7209	54.5143	58.3299	88.0579	70.7057	55.1345	59.1182	49.1142	64.3452	73.3512	72.8882	55.7546	70.4742	54.921	55.8972	75.6981	72.5535	51.5416	52.8278	43.0922	51.4384	68.1835	62.776	61.1229	57.2269	47.3067	41.7491	79.192	66.8816	76.4519	56.6495	59.7313	55.6073
K03639	88.6564	95.4602	102.869	81.7017	101.401	95.4121	77.0547	57.7787	64.446	104.16	97.1245	97.9127	86.5709	74.332	74.3165	87.2579	77.0198	78.0774	101.224	62.0839	63.7554	75.7308	79.0555	70.7907	115.407	60.9993	60.5113	73.5945	71.2231	53.8409	69.1907	61.5954	58.7732	74.8296	72.0481	67.7873	90.2979	64.1566	54.2952	79.4339	78.8236	87.3379	76.547	83.2739	64.3785
K03640	154.904	169.569	134.625	142.526	160.784	140.512	92.3092	68.3076	109.826	193.682	157.919	113.407	88.3124	83.6241	86.2994	238.111	143.785	126.751	104.971	63.5373	99.8369	168.609	156.636	119.24	135.57	84.1013	74.7504	159.973	166.876	93.7978	118.112	57.1922	73.5935	182.928	174.373	162.112	145.542	66.2918	49.2068	144.724	149.154	188.078	126.385	93.459	71.5974
K03641	164.391	178.485	149.303	165.337	177.36	161.675	114.022	87.3868	115.71	189.726	166.298	132.133	112.109	100.055	108.656	235.862	154.357	155.311	121.793	77.8861	104.787	171.293	173.549	142.852	163.555	96.2291	92.0389	182.533	165.594	121.341	131.753	74.4793	85.3977	202.035	185.236	180.825	177.699	76.1393	63.2255	174.249	165.818	202.385	142.342	112.821	89.2806
K03642	22.397	13.7046	4.96777	8.25199	6.80279	8.30284	5.81148	4.63139	16.312	8.92207	9.27154	8.81918	7.5373	7.01244	12.3515	6.13487	5.80031	1.56688	6.37181	6.36028	36.8338	17.5407	15.2946	7.83786	5.18822	12.4051	22.0642	16.8564	20.4301	10.5169	5.04524	13.616	10.3646	8.82855	13.4556	4.6764	7.19163	14.755	14.4117	36.4468	7.22473	22.1003	10.3318	19.9735	12.0157
K03643	2.9474	0.587196	1.84066	1.59884	0.767688	2.55144	4.12913	2.53735	9.38215	4.38298	1.41991	5.28596	3.05129	4.39351	4.91575	4.04117	1.93361	2.18999	6.80662	4.26529	25.5046	10.7575	11.7282	5.61406	6.22107	7.18686	12.1064	12.807	5.041	10.486	4.1087	12.3298	13.8907	8.58997	7.9989	4.79369	5.06574	7.94417	13.964	23.5295	7.91865	11.6305	5.89371	14.7229	10.5223
K03644	328.106	337.874	240.91	378.213	330.454	321.924	144.585	134.831	156.037	302.558	283.648	190.117	148.093	136.41	142.332	401.367	426.443	392.4	178.113	116.043	141.709	331.559	357.207	310.151	229.781	134.434	143.083	341.964	301.876	271.787	193.863	120.887	130.184	310.176	288.139	322.674	247.923	125.266	126.476	256.249	240.878	269.652	189.135	153.771	141.429
K03645	0.688538	0	0	0.196185	0	0	0.228429	0.777619	0.444594	0.168854	0	0	0.225078	0	1.00465	0	0	0	0	0.230509	1.92296	0.192385	0	0	0	0.605399	2.93793	0	0	0	0	0	0.900146	0	0	0	0	0	0	0	0	0	0	0	0
K03646	1.10374	0.683907	10.8671	0.801952	0.976068	0.107184	6.37612	0.213182	0.287126	1.32074	0.593423	12.7518	12.1372	7.10878	7.31277	0.377214	0.531889	0.364422	7.09689	3.44327	4.18083	0.9258	2.29285	1.52272	4.82293	6.99818	7.31096	0.0767242	0.659639	0.847684	0.289003	5.18732	3.91601	0.535771	0.836765	0.420945	3.32525	4.23138	0.669222	0.851837	0	0.714676	5.81497	6.28513	0.31851
K03647	0	0	0	0	0	0	0	0	0.199951	0	0	0	0	0	0.259569	0	0	0	0.221135	0.235268	0.235635	0.831937	0.961114	0.925655	0.305556	1.06852	0.506064	3.70671	0.281703	1.92524	0	1.27484	3.08754	1.37542	1.71857	0.773395	0	0.90723	1.40848	6.98667	3.93935	2.31164	0.47911	1.81128	4.12498
K03648	33.7251	38.4007	53.9243	28.1023	42.6681	40.3507	18.6337	14.7985	20.9071	35.9577	37.485	41.5726	15.6784	17.0177	19.3369	25.0441	30.4038	21.9647	19.9489	14.7846	44.4935	40.1602	39.2306	29.944	27.149	19.6617	23.5513	42.4908	46.5455	43.2064	20.9559	25.8874	30.6423	55.2771	56.8009	41.9244	24.6514	18.5404	28.0718	53.5605	41.2601	53.2828	26.6093	26.3427	28.2679
K03649	0	0	0.535052	0	0	0	0	0	0	0.158062	0	0	0	1.5094	2.05855	0	0	0	0	1.43833	0	3.86412	0.508835	0	0	0.854866	2.48507	1.85431	1.47864	1.87506	0.882015	1.96752	5.47262	1.18536	3.39328	0	1.17832	3.66475	6.98464	2.97596	0.759895	3.3202	1.81014	3.59571	4.9006
